TIME,Sor-LATITUDE,Sor-LONGITUDE,Sor-Optode-63,Sor-Temperature-63,Sor-Tide-63,Sor-Conductivity-63,Sor-Pressure-63,Nord-LATITUDE,Nord-LONGITUDE,Nord-Temperature-23,Nord-Tide-23,Nord-Optode-23,Nord-Conductivity-23,Nord-Pressure-23
2022-05-13 08:00:00,60.08598328,5.279067039,7.198500156,7.195409775,7.166480064,7.167089939,-999.0,60.09053421,5.263899803,8.197340012,8.186479568,8.19219017,8.176059723,-999.0
2022-05-13 08:30:00,60.08598328,5.279067039,7.200119972,7.192920208,7.164619923,7.168729782,-999.0,60.09053421,5.263899803,8.212499619,8.202489853,8.212249756,8.198470116,-999.0
2022-05-13 09:00:00,60.08598328,5.279067039,7.196109772,7.192440033,7.16301012,7.164090157,-999.0,60.09053421,5.263899803,8.195579529,8.18680954,8.195960045,8.179510117,-999.0
2022-05-13 09:30:00,60.08598328,5.279067039,7.199590206,7.196760178,7.167140007,7.169300079,-999.0,60.09053421,5.263899803,8.195070267,8.185799599,8.191670418,8.179710388,-999.0
2022-05-13 10:00:00,60.08598328,5.279067039,7.198719978,7.196080208,7.16576004,7.169760227,-999.0,60.09053421,5.263899803,8.217690468,8.201629639,8.207570076,8.198659897,-999.0
2022-05-13 10:30:00,60.08598328,5.279067039,7.199850082,7.196040154,7.165100098,7.167439938,-999.0,60.09053421,5.263899803,8.237369537,8.226819992,8.232560158,8.224300385,-999.0
2022-05-13 11:00:00,60.08598328,5.279067039,7.198689938,7.195789814,7.165550232,7.167240143,-999.0,60.09053421,5.263899803,8.243670464,8.235099792,8.245650291,8.231129646,-999.0
2022-05-13 11:30:00,60.08598328,5.279067039,7.191619873,7.193449974,7.160950184,7.162529945,-999.0,60.09053421,5.263899803,8.277959824,8.266929626,8.278329849,8.257240295,-999.0
2022-05-13 12:00:00,60.08598328,5.279067039,7.187419891,7.185890198,7.156020164,7.160679817,-999.0,60.09053421,5.263899803,8.249010086,8.237819672,8.248410225,8.227720261,-999.0
2022-05-13 12:30:00,60.08598328,5.279067039,7.185219765,7.182390213,7.152279854,7.154839993,-999.0,60.09053421,5.263899803,8.242739677,8.236749649,8.247850418,8.2249403,-999.0
2022-05-13 13:00:00,60.08598328,5.279067039,7.189630032,7.187980175,7.158189774,7.161630154,-999.0,60.09053421,5.263899803,8.237719536,8.229840279,8.24368,8.219039917,-999.0
2022-05-13 13:30:00,60.08598328,5.279067039,7.186429977,7.186319828,7.155310154,7.160079956,-999.0,60.09053421,5.263899803,8.231550217,8.222849846,8.23279953,8.214460373,-999.0
